"jump.times","SpeciesmRNA","SpeciesProtein"
0.921973810174578,61,34
0.938085388425549,61,35
0.989432902025083,61,36
1.00395447601844,61,37
1.00545418777896,61,38
1.010149414742,61,39
1.02322272369045,60,39
1.02654236132546,60,38
1.03296817057093,59,38
1.04154435355851,59,37
1.05166257677704,59,36
1.05899703138154,58,36
1.05996056720816,57,36
1.06539814951855,56,36
1.08492130416311,56,35
1.10930282198334,56,36
1.11084340395214,56,37
1.11509512052944,56,38
1.11566891146926,55,38
1.12310842786824,55,37
1.13703575761111,55,38
1.14856224707096,55,39
1.1627094594535,55,38
1.17372743533107,54,38
1.17580941921789,54,39
1.18113965416129,53,39
1.18534744650188,53,40
1.19765934135519,53,39
1.20267566809117,52,39
1.20523306644897,52,38
1.20881077042945,52,39
1.21005044263011,51,39
1.21631961853167,51,40
1.23375338838813,50,40
1.23613327470187,50,39
1.23659003740347,50,40
1.25403388372846,50,39
1.26988006986444,50,38
1.27307598859019,50,39
1.2808973668252,50,38
1.28877034901852,50,39
1.29792420569906,50,40
1.306837225078,50,41
1.3082855002172,50,40
1.31317437125438,50,41
1.33069277900664,49,41
1.35583107375135,48,41
1.35648224544401,47,41
1.36089623101282,47,40
1.36219073152605,46,40
1.37183736186439,46,39
1.37208010680833,46,38
1.38907335783672,46,39
1.39033138418993,46,40
1.39129137071305,46,39
1.42358979309595,46,38
1.45098674972095,46,37
1.46631916583898,46,38
1.4756857557683,46,39
1.50278958617118,46,38
1.50463913437768,45,38
1.51973326805947,45,37
1.52289800968945,45,36
1.53185926957198,44,36
1.54117796344238,43,36
1.54995870612422,43,37
1.56214370050723,43,38
1.56260127249427,42,38
1.56637115869649,42,37
1.57963480169823,42,36
1.59610050730909,42,35
1.60493880600839,42,36
1.61333941544099,42,35
1.61847298183865,42,36
1.62238913929816,41,36
1.6433546814826,41,35
1.6525844526253,40,35
1.6738163814432,40,36
1.69469562526027,40,35
1.70759916969072,40,36
1.71859659883109,40,35
1.74452929330657,40,34
1.74631245512646,40,33
1.76004113901707,40,32
1.77719043060064,40,31
1.80002840607723,40,30
1.81319199668738,40,31
1.83506370679274,40,30
1.84028727060255,40,31
1.86395213292298,39,31
1.86932433445553,39,32
1.87338287852202,38,32
1.88752593715916,38,31
1.89622483116082,38,30
1.9011247018601,37,30
1.90612673652241,37,29
1.91782128580641,37,28
1.91880361316132,37,29
1.93924150244934,36,29
1.97607659254489,36,28
1.97875760006651,36,27
1.99027497439299,36,28
2.07389973936104,36,29
2.07437245063123,36,28
2.09645563121312,35,28
2.10513468129735,35,29
2.11533110470486,35,30
2.14462612886618,34,30
2.18166132932317,34,29
2.18434204198132,34,30
2.19087003597883,33,30
2.20106454493753,33,29
2.21178754948218,33,28
2.2262205441304,33,29
2.22687356292192,33,30
2.26891644764489,33,29
2.27072029551146,33,30
2.29313520768535,33,31
2.30539819880644,32,31
2.3304064494438,32,30
2.33087451413518,32,31
2.33549491131769,32,32
2.34473164579456,32,31
2.34967901359871,31,31
2.35497319295839,31,30
2.37433820899231,31,31
2.3885931307096,31,30
2.39089801585783,31,29
2.39138819397673,31,28
2.39971980253165,30,28
2.4062946339353,30,27
2.4211553959075,30,28
2.42219406124043,30,27
2.43174606831583,30,26
2.47894345741112,30,25
2.48526320447014,30,26
2.51775091997735,30,27
2.56729134369574,30,28
2.58919136991043,30,27
2.59939169495729,30,28
2.61063130438753,30,29
2.61238413409399,30,30
2.61891510698676,30,29
2.641726507118,30,30
2.64270270562712,30,29
2.65964162513348,29,29
2.66514277005235,29,28
2.66733729037796,29,27
2.68059013782335,29,28
2.69045409870707,28,28
2.69441067195394,28,27
2.70730919211731,27,27
2.72416833802836,27,28
2.80279722569517,26,28
2.81355793287159,26,29
2.81856792934796,26,30
2.82827013151006,26,31
2.84921219368629,26,32
2.85523946404656,26,33
2.90064578286582,25,33
2.91831773346741,25,32
2.91892612321417,24,32
2.92058092369712,24,33
2.92400813266559,24,32
2.93422732555067,24,31
2.96888919375247,24,30
2.96966745614787,23,30
3.00089483395109,23,29
3.00118463863273,23,30
3.03343118928526,22,30
3.0362383269354,21,30
3.03836658771541,21,31
3.08963850634325,21,30
3.09740632154463,21,31
3.12442351150296,21,30
3.13194081258549,20,30
3.15109804573382,20,29
3.15467977978626,20,28
3.20436508590665,19,28
3.24375254467432,18,28
3.2534982320964,18,27
3.26128424871571,18,26
3.26960496018585,18,27
3.28733707092486,17,27
3.28939229011926,17,28
3.30102506980304,17,27
3.30601586881415,17,26
3.30909691235917,17,25
3.30937166158171,17,26
3.32026454654047,17,25
3.32549478372691,17,24
3.39123920386585,17,23
3.40441447485269,17,24
3.44028847177303,17,23
3.48908949852432,17,24
3.49922972823178,17,25
3.49989696300497,16,25
3.52293517662521,16,24
3.53165160230071,16,23
3.55410269048092,16,22
3.57915316821396,16,21
3.61980569501295,16,20
3.69033964576716,16,19
3.73791607907478,15,19
3.75618829263661,14,19
3.77992803478066,14,18
3.83958371524501,14,17
3.84271678566781,13,17
3.87097811026614,13,18
3.88644696891556,13,17
3.9287452415389,13,16
3.96559379132248,13,15
3.98062447547352,12,15
4.0038067107669,11,15
4.00417504525308,11,14
4.04515585495875,11,13
4.08801275147168,11,14
4.10105075204736,11,13
4.18470966675561,11,12
4.18575826431945,11,11
4.25808961068143,11,12
4.46366464300699,10,12
4.47033597658312,10,11
4.47167478674482,9,11
4.47704121203173,9,12
4.47724777633318,8,12
4.49799614033223,7,12
4.59794187367644,7,11
4.64224054511147,7,10
4.66704851120143,7,9
4.67441691262757,7,8
4.71610974126741,7,7
4.75370054590544,7,8
4.79112458886253,7,9
4.82639695600162,7,8
4.98644273434042,6,8
5.01315670032952,5,8
5.02176951369333,5,7
5.10137986571521,4,7
5.11848587861978,4,6
5.12815069297743,4,7
5.22187856694814,4,6
5.49379651626181,4,7
5.55547683133603,4,8
5.843810940181,4,7
5.90902768043499,4,6
6.07754910049306,4,7
6.09056316031222,4,6
6.41722835496534,4,7
6.65762022582055,4,6
6.7388620356796,3,6
6.80012070967718,3,5
6.82683932565002,3,6
6.86174578944165,3,7
7.15605431893232,2,7
7.26373173079805,2,6
7.34572009388675,1,6
7.39972445062386,1,5
7.89238390419547,1,4
8.58024781579184,1,3
8.64562257734745,1,4
8.73052690684728,1,3
8.99199846987803,0,3
9.2302183680581,0,2
10.3752433762671,0,1
13.5023943741583,0,0
