"theta1","theta2","theta3"
2,2,2
0.474705942253959,86.7082832891512,1.00063915334752
0.483392979048926,82.929517606497,0.950616376428117
0.491578558298511,85.9833634050503,0.89921007105541
0.469768452196671,84.4486536122996,1.00959880603724
0.473367643556376,80.0840638652669,0.997078387391458
0.46782877219191,66.9824625568787,0.93785733723897
0.47276067619647,86.0427688073686,0.854508588078283
0.480625808471149,76.6274065307949,0.93561311806941
0.462357139072274,84.6769448592064,0.924901039927973
0.464135376899193,74.2284852997081,0.889853022723012
0.461196724895595,65.7110811922342,0.829701469037595
0.454999766732516,84.946880218719,0.843262784328605
0.470049758563744,72.1556007968433,0.804476930630528
0.479715896094657,76.1445692302772,0.822512652357314
0.469062074161323,74.3546447977215,1.01195928662545
0.474103264488728,84.6824660460466,0.803112393298103
0.487197534495881,79.4496019988383,0.913727158865509
0.47743345537675,62.0492563116523,0.871287209005165
0.453698845676745,62.6444415226119,0.873787203264844
0.468217769921023,78.4174402275948,0.878567514167445
0.459606940839164,82.8511719497944,0.804350167350895
0.471710804634303,74.6032064591508,0.866493537301911
0.490591257543313,80.955356593149,0.82411731696711
0.44018014167931,71.190310420731,0.759889107878388
0.4465940109276,84.3318405132234,0.794870894843999
0.493980452231675,92.2942058555325,0.983636710427588
0.486090169962164,80.1307395697172,0.942490466492474
0.475282534545783,85.0456220790931,0.903615188805942
0.46852668663385,78.1191671002322,0.910512172411161
0.460547356578589,80.1003928236351,0.984616412940324
0.464031130361661,80.1163973136354,0.958316341541621
0.464198878171347,64.8723692734923,0.902487974007948
0.452592597233935,71.6791172281988,0.878019756121623
0.495509378419266,75.5297630927623,0.832663721482084
0.474585831387436,76.9663822750196,0.89799190066417
0.443746473224222,72.2868769285918,0.833666042815889
0.466957866341206,71.1949291607264,0.804574130635813
0.4489222754695,69.6490009434714,0.798944156503218
0.487240826518016,69.7008974276474,0.776897463723731
0.484211996855908,72.6707650516786,0.809653776444443
0.436799220840503,59.4188289488205,0.876002228113307
0.480738149662269,67.357103231791,0.888542065107797
0.453000329503275,70.9963895203469,0.808636055510029
0.45970410840818,73.3421239071224,0.733452406331059
0.467551632440178,69.6286699287107,0.858459579572351
0.483692920645502,75.449009699129,0.84940915448516
0.469985470513313,80.4525944939752,0.812728385451106
