"jump.times","SpeciesmRNA","SpeciesProtein"
4.36524887315079,120,19
4.37329596954371,120,18
4.37370293012001,119,18
4.38526682988733,118,18
4.40141234666546,117,18
4.41194272071496,116,18
4.41319393539375,115,18
4.42153350767582,114,18
4.42588531291353,113,18
4.42744385851649,112,18
4.4296446628736,112,17
4.44472154980787,111,17
4.44705936958596,110,17
4.45074209496759,109,17
4.46964051245587,108,17
4.49334207244279,107,17
4.51501314180313,107,18
4.52465517844036,107,19
4.53268681925133,106,19
4.54284234064374,106,18
4.58082739243953,105,18
4.59583088052292,105,19
4.6081986370911,105,20
4.61216334696738,105,21
4.62989158088779,104,21
4.63148123979201,104,20
4.65206695818126,103,20
4.66372408833583,102,20
4.67890414166258,101,20
4.69462445339828,100,20
4.71492398183608,99,20
4.71544961641167,98,20
4.74148782180227,98,19
4.74906749420752,97,19
4.77145827212068,96,19
4.77614914199489,95,19
4.79059465269117,95,18
4.79971637869831,95,19
4.81154581540663,94,19
4.81206068653356,93,19
4.82308841376133,93,18
4.84425632100431,92,18
4.86183757002611,92,19
4.86374163545082,91,19
4.87229240454004,91,20
4.87293277954302,90,20
4.90675219569392,89,20
4.90759625845374,88,20
4.91816150103015,88,19
4.92302046757479,88,18
4.9568927664941,88,17
4.99075137722757,88,16
5.04537379461029,87,16
5.07265813711877,86,16
5.08599156452126,86,15
5.12967825695242,86,16
5.13053858141296,86,15
5.13109772999575,86,14
5.17231510257214,85,14
5.17272487561106,85,15
5.19164250524833,85,14
5.20395311092628,84,14
5.20719033695211,83,14
5.21155464425348,82,14
5.21942829203319,82,13
5.24124225249054,81,13
5.24981093462481,80,13
5.28990888571689,79,13
5.31778308195188,78,13
5.36859707144786,77,13
5.36976923306716,76,13
5.4141283458969,75,13
5.49835087237152,75,14
5.52806017257453,74,14
5.53666589574564,74,13
5.58154441610668,74,12
5.60837008621599,73,12
5.61540312998653,73,11
5.64997054805284,72,11
5.65133624912311,71,11
5.66510815970536,70,11
5.66813135278549,69,11
5.68307267915368,69,10
5.74366084940468,68,10
5.74919966720351,67,10
5.80651408166071,66,10
5.81687114600731,65,10
5.8506326791646,65,9
5.8657351636368,64,9
5.90250913681269,64,8
5.9160374859285,64,7
5.96450586562799,63,7
5.99502956141195,63,6
6.0599062252364,62,6
6.15828736713876,61,6
6.18899968922438,61,5
6.19997525737006,60,5
6.20018965213701,59,5
6.20102694889715,58,5
6.21022628503986,57,5
6.23851644507138,57,6
6.24272307820037,56,6
6.25407805752939,55,6
6.27105716609148,54,6
6.27588929850518,54,7
6.31064084540184,53,7
6.32480818866667,53,8
6.35682881045583,53,9
6.36182141261826,52,9
6.36803408542033,51,9
6.37498889863158,51,10
6.4441630334078,51,9
6.48624724861181,50,9
6.54542526049623,50,8
6.56410796284004,50,7
6.57310992450351,50,6
6.60608776640324,49,6
6.60903888933239,49,5
6.63231162817909,48,5
6.63801493240231,47,5
6.72584701651835,46,5
6.75216374326081,45,5
6.78782363817562,44,5
6.81218161789929,44,6
6.83494339980931,43,6
6.86583354629756,42,6
6.86809625986309,42,5
6.8763751892257,41,5
6.9353078447084,40,5
6.99571652492523,40,6
7.04828578500862,39,6
7.06285431535346,39,5
7.06456984111105,39,4
7.11816607937292,38,4
7.18797855388851,37,4
7.19416544570567,37,5
7.26034952349407,36,5
7.2759819522558,36,6
7.29352504998323,36,7
7.2999421832407,35,7
7.365359420537,35,6
7.40109852507156,34,6
7.4450691483828,33,6
7.46754997572411,32,6
7.51210882251913,31,6
7.56605648072319,30,6
7.58986098179237,30,5
7.6498345241445,30,4
7.65253214882361,29,4
7.65393816906424,29,3
7.79569258096017,28,3
7.97822060366081,28,2
8.02823828293411,28,1
8.06972910023275,28,0
8.09002620380706,27,0
8.1393595192793,26,0
8.38367440620622,25,0
8.39428460814963,24,0
8.53328967137905,23,0
8.53884850345008,22,0
8.53974870415836,21,0
8.64783477518558,20,0
8.65757964369499,19,0
8.72021589278351,18,0
8.8653518576448,17,0
8.98966728840778,16,0
9.04283737061931,15,0
9.05902467827966,14,0
9.21712487854553,13,0
9.25071980362066,12,0
9.32167837552259,11,0
9.44616914006279,10,0
9.47137329090223,9,0
9.5122737894916,8,0
9.5361287971145,8,1
9.5636631402285,8,0
9.64031696250667,7,0
9.70601509260881,6,0
9.95730652285229,5,0
10.2148673128611,4,0
10.302089946624,3,0
11.1395882283948,2,0
11.6581757775637,1,0
12.0126063676455,0,0
