"theta1","theta2","theta3"
2,2,2
0.443765709946673,81.0912364167103,0.877538703752459
0.690090675581463,70.092588797719,0.92993879041339
0.552867243936125,72.7031860849427,0.974646750417709
0.638173586646668,71.6553916984035,1.02284336562368
0.52287052297726,73.1909124300275,0.897374610593962
0.562767127782409,81.0820836775407,0.930137620021321
0.568826103285801,72.342674334076,0.979035382585521
0.590088879893409,76.1123649323255,0.945360713365744
0.466819240018085,87.5048682573835,0.893827117367116
0.448964237107354,85.7939980659156,1.06390187468633
0.605344855493011,65.897912061241,0.951403410389998
0.612049351237032,66.8698259073535,0.920941946566523
0.584221652106793,70.5789385185475,1.02661336235515
0.497572556559412,73.4695305527916,0.965112292566382
0.535446570404032,69.6584555906189,1.04544437074344
0.54202147622069,80.1235058587635,0.953546874189578
0.583011210412741,73.452073145845,1.05203140714988
0.539497129053061,90.3065472953459,1.13153509181753
0.521296875741919,81.3669459931865,1.03993239324835
0.429038230561867,80.2136078143232,1.04854978430711
0.477123442383098,84.9358427172726,1.07555097163368
0.472863635739963,79.5354843583448,0.967243172644261
0.496641726276167,89.4323041633217,0.904179942607014
0.503911805095331,70.7778984548364,0.971588638875406
0.636218379516589,78.5355863070632,1.06888049019112
0.511130257106751,80.7577660476427,1.03836284071006
0.461356361717032,82.7960561591926,0.852803135058631
0.54520940372193,81.1164864684975,0.920845638176791
0.495077637651989,67.8477742476538,0.90127816349058
0.541373922339875,74.5158308350919,0.892585428438489
0.614907783205982,67.9747889976683,0.938184659349704
0.641848717473623,75.4374895477584,0.883370931713379
0.555071124196084,70.1636228165316,0.803282699238196
0.440701809214478,74.2264394158679,0.940880071318936
0.552806445338645,66.179277352395,0.870346861066627
0.491901270839017,70.9694162420241,0.844200192595746
0.530901054433027,69.4317508049857,0.909445311840498
0.452224812283548,59.8476878300734,0.761914506179679
0.508637578704247,69.69978667366,1.02393780722988
0.593480200014324,67.9409940656352,0.897884807370637
0.544121606187217,70.146610467106,0.828386624168792
0.548363713594086,64.6154539924925,0.762113496493246
0.481358738277729,73.3824283818592,0.901051519623328
0.493929784524046,63.6341492046664,0.94744851479363
0.444648284725758,66.2156229340907,0.927746596599255
0.483969925058775,73.2132833926736,0.857004636670063
0.465296171233108,72.2988302133794,0.894267529416843
0.447817933273267,62.7148521248688,0.862470573631714
0.500211779729548,58.8368484238772,0.75645159899492
0.520086099025728,62.53865644464,0.658447433679266
0.578140823687093,56.6254406172207,0.841676909562803
0.583792249486683,81.0223793364167,0.805344551559291
0.557596008329011,64.9245310062775,0.719614193400891
0.51199606606314,69.8887103551433,0.872689257465939
0.558006803778781,64.3362546407584,0.952729303304103
0.507695177629726,64.5807145119045,0.890862652876546
0.571691552210639,76.8771947731367,0.980390171627797
0.457807221838395,71.8265738548433,0.803468342398
0.501782432116826,63.4615807552549,0.878100338228591
0.523781221175241,74.4455884065766,0.972115404713209
0.541469795256659,78.8537435357921,0.911925365453296
0.534377744080456,72.6840000438526,1.01656219697338
0.602596397037911,78.1030315568261,0.761311302831678
0.509951572483219,75.6729476790768,1.11316003238691
0.531347394053978,68.4446528784475,0.826413921581353
0.647807749395494,78.1137479344877,0.957062114321672
0.506536057029616,72.8693646450712,0.857270336270388
0.542314980851331,71.6605686778031,0.879155591187555
0.450413124449137,77.4919580012684,0.830084614806559
0.506649957778268,68.6893789311081,0.941357818412408
0.585897785490557,62.0127474396278,0.922074599928415
0.545630738687809,66.9898781902762,0.922463167363592
0.541661221264298,64.882134144915,0.90398793423542
0.597273899817407,61.9305086367136,0.764617931311397
0.471844186003803,69.955805610607,0.86751734560255
0.503818738757521,69.8896561400184,0.783557950840832
0.577888321073916,67.8093119167229,0.84147141375428
0.655429944248665,66.3071424663154,0.786458955549279
0.524276982694821,78.7850187282008,0.801962712452309
0.503648231956015,68.2259738391234,0.822092978717617
0.495965359674432,61.8163010925215,0.738597986275841
0.545563970817969,73.3671340729459,0.746600922744797
0.483898162124877,54.3438647788194,0.780369301230037
0.464830777719605,60.2688344193705,0.829485550992201
0.574245310771183,62.3546912665165,0.824764373778867
0.524193630849466,76.5331138240875,0.862437364013087
0.527308976934694,66.3500970804158,0.786056057676391
0.561377825118191,65.1410421094206,0.799762217770415
0.542428648754053,65.4678265315299,0.727828370379517
0.510166624174278,58.0751264152006,0.8091573316237
0.483222888547053,61.0255670021291,0.777493730279675
0.518229271937685,63.9082664659321,0.82201227136811
0.54499358701746,65.1418969638657,0.803728329680558
0.529026125838829,68.5730602359905,0.768734567318294
0.443054591957359,62.5668850101614,0.738732823922065
0.533085812859892,60.1402490729751,0.793633771152336
0.536348564526681,54.6209813941933,0.858449798149264
0.6402166062571,53.7245316200734,0.629160866381693
0.485040039937215,62.4518475057281,0.924544726589882
0.529292389851546,59.0852064790634,0.745967423129285
0.534445023486597,57.4523000024291,0.703586375683024
0.499976061942776,64.5772004675286,0.669911529503581
0.572762477192629,64.7090695242602,0.665949358203919
0.518981152485821,55.0480390728359,0.756323342933613
0.496556160665405,60.3573013689075,0.78670657508119
0.536352667207269,61.0049252758931,0.905686927079359
0.527914065152791,68.5563055660396,0.747883004171017
0.559621504078789,65.154146474646,0.737657757102208
0.648229105818561,70.7995895514265,0.74429733136741
0.498341483407669,62.667988468088,0.753095534550378
0.518056313826536,62.7252069573311,0.714919633247175
0.577218965504305,59.3491479879313,0.656826769309266
0.595331823936228,62.9108044081611,0.702364208583645
0.558655556939036,67.1502415431816,0.873244194576434
0.52108733693409,60.8706715514523,0.850774164442304
0.567003492543608,65.6194470463056,0.826513083673433
0.461106214470314,69.911259111886,0.732333745045474
0.394640179442088,55.3162473889725,0.772067320942758
0.549354822133329,69.1441490618415,0.814213887603356
0.538444433783571,57.9883399165441,0.641053965418372
0.543235394213137,67.5583159941269,0.792039655712753
0.540485475315204,68.030447269535,0.910288447750002
0.575607300499112,73.0691310598432,0.772408275431457
0.49502887813223,68.5697778944636,0.908477748735746
0.546391372163105,68.1220529768985,0.941969620492137
0.580835736411,76.8207838942331,0.78987044953369
0.552921129399458,75.457932083921,0.707849487339392
0.510364465682921,66.1787956503505,0.796676363674485
0.490102262272231,69.5504673117909,0.941637195374676
0.515603689205111,75.6551183145346,0.95990114183411
0.594216059341723,58.3810574263024,0.942912286986345
0.624599301922898,62.2038556611984,0.858386325826345
0.610195068419508,65.1788320597333,0.937396185673585
0.445780446778373,78.1347242614667,1.00071559482668
0.506787851958908,70.6021737488592,0.831500970765724
0.532789993217185,70.838961590222,0.809340872578481
0.566018915973541,60.5041041425926,0.782375438022669
0.525851044268293,70.5639993688274,0.909450078237934
0.536903621862525,63.0082098180864,0.776567102207504
0.57186173230831,61.3419837614025,0.877102818492293
0.579887846078077,65.43178647161,0.89054492508601
0.530170859951488,73.6528215235784,0.862729794822684
0.566568429247849,64.807520935087,0.912351845402938
0.49380361268258,76.150659852539,0.828762786472239
0.462102784269877,69.6542237579835,0.787476555456954
0.586817494037256,63.4994979688284,0.923491158270653
0.516670144043091,69.8369514250606,0.993268604030682
0.588669198507702,68.575872115281,0.790660714868179
0.550168265847456,58.8405150916586,0.756107462461759
0.602207828579979,61.6242830833423,0.845777092227222
0.588545601327758,66.6559055837314,0.813000107733572
0.518385342551041,72.3123838056061,0.79697077694569
0.461885388832292,60.7633187227648,0.852626596884305
0.474913797602647,60.0569392275634,0.676941746126111
0.562013628292348,65.6394724379914,0.787007106827007
0.518847441669918,59.6420192270387,0.662687205811426
